id,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,featured,cleaned_name,cleaned_artists,cleaned_artists_2,duration_s,duration_m
2QZ7WLBE8h2y1Y5Fb8RYb,0.62199997901916504,0.71200001239776611,5,-7.3210000991821289,1,6.5999999642372131E-2,5.7300001382827759E-2,0,0.12999999523162842,0.4869999885559082,140.02499389648438,211360,4,0,in my blood,shawn mendes,,211,3.52
7vGuf3Y35N4wmASOKLUVV,0.51999998092651367,0.76099997758865356,4,-3.0929999351501465,1,0.08529999852180481,0.25600001215934753,4.9599998419580515E-6,0.17000000178813934,0.28600001335144043,141.97099304199219,180823,4,0,silence,marshmello,,180,3.01
5OCJzvD7sykQEKHH7qAC3,0.60199999809265137,0.65799999237060547,1,-5.9340000152587891,1,5.5799998342990875E-2,2.3299999535083771E-2,5.999999848427251E-5,0.2370000034570694,0.26800000667572021,145.031005859375,197547,4,0,god is a woman,ariana grande,,197,3.29
1j6xOGusnyXq3l6IryKF3,0.6809999942779541,0.78799998760223389,1,-4.3229999542236328,1,0.07850000262260437,4.8200000077486038E-2,0,7.5300000607967377E-2,0.83899998664855957,170.01899719238281,220117,4,1,d?jala que vuelva,piso 21,(feat. manuel turizo),220,3.67
66BjcDhhwWCcQIBxHMpKX,0.63099998235702515,0.64899998903274536,5,-5.8920001983642578,0,3.8499999791383743E-2,8.1699997186660767E-2,3.8000000586180249E-6,9.3400001525878906E-2,0.42100000381469727,93.949996948242188,194680,4,0,flames,david guetta,,194,3.24
0WdGQhoAP2LBsqr5Jhit2,0.79900002479553223,0.59700000286102295,5,-5.1310000419616699,0,6.1099998652935028E-2,7.8800000250339508E-2,5.6600001698825508E-6,0.10000000149011612,0.41899999976158142,110.00099945068359,199849,4,0,what lovers do,maroon 5,,199,3.33
4w8niZpiMy6qz1mntFA5u,0.8410000205039978,0.79799997806549072,1,-4.2059998512268066,0,0.22900000214576721,0.15299999713897705,3.3300000268354779E-6,6.1799999326467514E-2,0.5910000205039978,95.947998046875,212500,4,1,taki taki,dj snake,(with selena gomez, ozuna & cardi b),212,3.54
5Gu0PDLN4YJeW75PpBSg9,0.66299998760223389,0.70800000429153442,8,-4.1539998054504395,1,4.7299999743700027E-2,3.3700000494718552E-2,0,8.4100000560283661E-2,0.74199998378753662,103.072998046875,174800,4,1,let me go,hailee steinfeld,(with alesso, florida georgia line & watt),174,2.91
6QgjcU0zLnzq5OrUoSZ3O,0.80099999904632568,0.79500001668930054,1,-5.1149997711181641,0,5.0400000065565109E-2,4.1700001806020737E-2,1.1300000187475234E-4,7.1699999272823334E-2,0.75400000810623169,79.027999877929688,163253,4,0,feel it still,portugal. the man,,163,2.72
77UjLW8j5UAGAGVGhR5oU,0.73500001430511475,0.67699998617172241,2,-4.9790000915527344,1,9.3000002205371857E-2,7.6200000941753387E-2,2.1699999706470408E-5,0.11100000143051147,0.18799999356269836,100.58399963378906,211440,4,1,pray for me,the weeknd,(with kendrick lamar),211,3.52
6n4U3TlzUGhdSFbUUhTvL,0.9089999794960022,0.62800002098083496,2,-5.4559998512268066,1,0.20100000500679016,7.3899999260902405E-2,0,0.1080000028014183,0.40599998831748962,145.90499877929688,276147,4,0,walk it talk it,migos,,276,4.60
5k38wzpLb15YgncyWdTZE,0.58899998664855957,0.73100000619888306,2,-6.3429999351501465,1,8.6800001561641693E-2,5.3399998694658279E-2,0,0.30799999833106995,0.19099999964237213,87.907997131347656,268867,4,1,him & i,g-eazy,(with halsey),268,4.48
32lItqlMi4LBhb4k0BaSa,0.67000001668930054,0.65399998426437378,4,-5.9439997673034668,1,0.15299999713897705,0.62699997425079346,1.0200000133409048E-6,7.1000002324581146E-2,0.43799999356269836,180.02400207519531,227533,4,0,candy paint,post malone,,227,3.79
3a1lNhkSLSkpJE4MSHpDu,0.62999999523162842,0.80400002002716064,6,-4.1830000877380371,1,3.6299999803304672E-2,0.21500000357627869,0,0.25299999117851257,0.49200001358985901,123.14600372314453,220293,4,0,congratulations,post malone,,220,3.67
4QtiVmuA88tPQiCOHZuQ5,0.79199999570846558,0.89499998092651367,1,-3.1119999885559082,0,5.8899998664855957E-2,0.16500000655651093,0,5.0099998712539673E-2,0.79400002956390381,94.968002319335938,201526,4,1,1, 2, 3,sofia reyes,(feat. jason derulo & de la ghetto),201,3.36
6Za3190Sbw39BBC77WSS1,0.81400001049041748,0.81300002336502075,2,-3.0230000019073486,0,5.6099999696016312E-2,2.9999999329447746E-2,9.3299997388385236E-5,0.25499999523162842,0.83899998664855957,79.997001647949219,232550,4,0,criminal,natti natasha,,232,3.88
1ZAyjvIk9YiD76yYy0TEG,0.87599998712539673,0.51899999380111694,11,-6.5310001373291016,1,0.14300000667572021,0.20200000703334808,0,0.1080000028014183,0.15800000727176666,94.981002807617188,175230,4,0,plug walk,rich the kid,,175,2.92
0u2P5u6lvoDfwTYjAADbn,0.35100001096725464,0.29600000381469727,4,-10.109000205993652,0,3.3300001174211502E-2,0.93400001525878906,0,9.4999998807907104E-2,0.11999999731779099,115.28399658203125,200186,4,1,lovely,billie eilish,(with khalid),200,3.34
2UVbBKQOdFAekPTRsnkzc,0.81499999761581421,0.81599998474121094,2,-5.4739999771118164,1,0.26899999380111694,2.9899999499320984E-3,0,0.15899999439716339,0.49799999594688416,181.96699523925781,190288,4,0,stir fry,migos,,190,3.17
7KXjTSCq5nL1LoYtL7XAw,0.90799999237060547,0.62099999189376831,1,-6.6380000114440918,0,0.10199999809265137,2.8199999360367656E-4,5.3899999329587445E-5,9.5799997448921204E-2,0.42100000381469727,150.01100158691406,177000,4,0,humble.,kendrick lamar,,177,2.95
48zFZh27QU5qsrBjn4C2F,0.75400000810623169,0.80500000715255737,6,-4.249000072479248,1,7.5199998915195465E-2,0.31499999761581421,0,0.20299999415874481,0.55500000715255737,93.983001708984375,176133,4,0,vaina loca,ozuna,,176,2.94
1bhUWB0zJMIKr9yVPrkEu,0.58700001239776611,0.29899999499320984,8,-7.3649997711181641,1,0.02630000002682209,0.77899998426437378,0,0.12300000339746475,0.35600000619888306,94.991996765136719,259550,3,1,perfect duet,ed sheeran,(ed sheeran & beyonc?),259,4.33
5cepAtqnEQ6yVG6088zMM,0.72200000286102295,0.73799997568130493,9,-6.0729999542236328,0,0.24699999392032623,0.32800000905990601,1.4700000065204222E-5,0.19799999892711639,0.74800002574920654,198.07499694824219,184720,4,1,coraz?n,maluma,(feat. nego do borel),184,3.08
5Z3GHaZ6ec9bsiI5Benrb,0.79799997806549072,0.53899997472763062,1,-6.3509998321533203,1,4.2100001126527786E-2,0.19900000095367432,1.6600000890321098E-5,0.16500000655651093,0.39399999380111694,136.94900512695313,202547,4,0,young dumb & broke,khalid,,202,3.38
5Y9fnynLlIvqtM710MHzf,0.85500001907348633,0.66399997472763062,9,-7.1100001335144043,0,6.0699999332427979E-2,0.16500000655651093,3.9700000343145803E-5,9.3699999153614044E-2,0.62599998712539673,98.014999389648438,226800,4,0,s?guelo bailando,ozuna,,226,3.78
3Ga6eKrUFf12ouh9Yw3v2,0.77499997615814209,0.67900002002716064,4,-4.9850001335144043,0,0.13500000536441803,0.18000000715255737,7.2599999839439988E-5,6.8000003695487976E-2,0.61900001764297485,166.00799560546875,193456,4,0,downtown,anitta,,193,3.22
3xcCix7Jv1Rp90YVmgo35,0.9089999794960022,0.49300000071525574,3,-6.6880002021789551,1,7.3499999940395355E-2,0.12800000607967377,1.4699999883305281E-4,0.12700000405311584,0.84399998188018799,94.015998840332031,197120,4,0,bella,wolfine,,197,3.29
5N5k9nd479b1xpDZ4usjr,0.78100001811981201,0.76800000667572021,11,-5.9910001754760742,1,3.9400000125169754E-2,1.1900000274181366E-2,4.9099999159807339E-6,0.32499998807907104,0.48600000143051147,123.06999969482422,213309,4,1,promises,calvin harris,(with sam smith),213,3.56
6vN77lE9LK6HP2DewaN6H,0.96399998664855957,0.34599998593330383,5,-9.3090000152587891,0,0.52999997138977051,3.5000000149011612E-2,0,0.1080000028014183,0.56199997663497925,119.95800018310547,142273,4,0,yes indeed,lil baby,,142,2.37
2P91MQbaiQOfbiz9VqhqK,0.75199997425079346,0.50499999523162842,9,-7.620999813079834,1,0.25299999117851257,0.5350000262260437,2.550000090195681E-6,0.10400000214576721,0.41899999976158142,91.970001220703125,197437,4,0,i like me better,lauv,,197,3.29
2xGjteMU3E1tkEPVFBO08,0.28400000929832458,0.70399999618530273,2,-7.2760000228881836,1,0.18600000441074371,5.8300001546740532E-3,1.1500000255182385E-4,4.2399998754262924E-2,0.10000000149011612,191.70199584960938,234707,4,0,this is me,keala settle,,234,3.91
3GVkPk8mqxz0itaAriG1L,0.73400002717971802,0.56999999284744263,7,-7.0659999847412109,0,0.13300000131130219,0.84700000286102295,2.13999992411118E-5,0.1120000034570694,0.68900001049041748,129.9530029296875,95467,4,0,everybody dies in their nightmares,xxxtentacion,,95,1.59
630sXRhIcfwr2e4RdNtjK,0.68400001525878906,0.61900001764297485,10,-7.005000114440918,1,3.8600001484155655E-2,7.1599997580051422E-2,0,0.12200000137090683,0.28400000929832458,125.04599761962891,217440,4,0,rewrite the stars,zac efron,,217,3.62
2xmrfQpmS2iJExTlklLoA,0.6380000114440918,0.65799999237060547,3,-6.3179998397827148,1,4.5600000768899918E-2,0.24500000476837158,3.769999921132694E-6,9.1899998486042023E-2,0.33000001311302185,105.07599639892578,205748,4,1,i miss you,clean bandit,(feat. julia michaels),205,3.43
5WvAo7DNuPRmk4APhdPzi,0.55199998617172241,0.75999999046325684,0,-4.7059998512268066,1,0.34200000762939453,7.3299996554851532E-2,0,8.6499996483325958E-2,0.63899999856948853,135.70199584960938,260000,5,0,no brainer,dj khaled,,260,4.33
1j4kHkkpqZRBwE0A4CN4Y,0.25799998641014099,0.43700000643730164,11,-6.5929999351501465,0,3.9000000804662704E-2,0.10100000351667404,1.2699999842880061E-6,0.10599999874830246,9.6699997782707214E-2,180.04299926757813,239000,4,0,dusk till dawn - radio edit,zayn,,239,3.98
3EPXxR3ImUwfayaurPi3c,0.55299997329711914,0.58600002527236938,11,-6.3189997673034668,1,3.6200001835823059E-2,0.69700002670288086,0,8.1299997866153717E-2,0.44299998879432678,126.68399810791016,196373,4,0,be alright,dean lewis,,196,3.27
